"Date","Company","Title","Location","Description","Level","Type","Function","Industry","Link"
"2024-05-29","GRIT","Full Stack Engineer - (5 years+ & Immediate joiner)","Indonesia","Our client :




Our client is developing a platform which will help their field operations team to effectively manage their task, capture cultivation logs from million-plus hectares of paddy fields, effectively manage the supply chain of agri-inputs and aggregate third-party services required during the lifecycle of paddy fields.

The Current tech stack includes React Native for mobile applications, ReactJs for web app powered by Rest APIs developed with JAVA using Spring and Hibernate.







What are they looking for :




A full-stack developer who can take ownership of a squad
5+ years of experience in developing web applications and services
Extensive experience (6+ Years) in designing, developing and testing applications in Java stack with exposure to frameworks Spring or Hibernate
Expert knowledge of the Java stack and technologies including the Spring Framework & Hibernate ORM.
Knowledge of Javascript frameworks like ReactJS or React Native
Expert knowledge of Relational and NoSQL databases like Postgres, MongoDB
Ability to drive design and architecture of subsystems
Familiarity with basic AWS DevOps
Experience in working with python
Knowledge of Kafka, Kubernetes, and Jenkins is a plus
Keen eye towards learning new technologies
An eye to use AI to improve the efficiency and effectiveness of developers
Mentor for young minds and foster team spirit




Good to know




Yes, you will go out into the field and get your feet dirty with some rice farming
Everyone is generally remote so you need to be able to communicate really well and use many types of communication mediums including chat, call, video, etc.
You have full agency but need to be in SEA timezone

Show more ","Mid-Senior level","Full-time","Information Technology and Engineering","Farming","https://id.linkedin.com/jobs/view/full-stack-engineer-5-years%2B-immediate-joiner-at-grit-3936989913?position=2&pageNum=40&refId=hnvlpe6n7a24F9Dw5hXADQ%3D%3D&trackingId=OubTjz3JY2aJGUdSuP6s7w%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-21","Gradunation","Full Stack Developer (Java/Angular/SpringBoot)","Jakarta, Indonesia","Job Summary

Ensure the completion of quality product/module/new “Package” development work in a timely manner while saving efficiency.




Principal Accountabilities

Working alongside Tech & Product team to develop engaging & responsive user interfaces with HTML, CSS, and modern JavaScript frameworks
Develop performance-oriented front end & back end binding
Work with back-end developers to design and interface REST APIs
Perform code reviews and basic troubleshooting
Build reusable code and libraries for future use




Minimum Qualifications

COMPETENCY REQUIREMENT

Knowledge and experience with a front-end framework (Angular)
Experience in Java, Spring Boot Framework, PostgreSQL Database, & Rest API
Good understanding of layout and basic user interface design principles.
Experience doing writing unit tests to provide sufficient testing coverage is a plus
Strong analytical and planning skills
Good communication
Excellent problem-solving skills
Having experience in an IT Company especially in HRIS is a plus




QUALIFICATION REQUIREMENT

Minimum 2 Year experience Experience in full stack development, whether in-house, for an agency, or as a freelancer.
Bachelor's Degree with Computer Science, Information Technology or equivalent
Managing multiple tasks and timelines in a fast-paced environment
Having Experience as Team Leader is a plus
Humility and excellent collaborative spirit. We are all here to learn and grow together as a team.




Show more ","Entry level","Full-time","Engineering and Information Technology","Human Resources Services","https://id.linkedin.com/jobs/view/full-stack-developer-java-angular-springboot-at-gradunation-3925553441?position=3&pageNum=40&refId=hnvlpe6n7a24F9Dw5hXADQ%3D%3D&trackingId=cgNhQcWv%2BUeqxUz0rbMTiQ%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-20","TOG Indonesia","Dotnet Developer","Jakarta, Indonesia","The ideal candidate will be familiar with the full software design life cycle. They should have experience in designing, coding, testing and consistently managing applications They should be comfortable coding in a number of languages and have an ability to test code in order to maintain high-quality code.




Responsibilities

Design, code, test and manage various applications
Collaborate with engineering team and product team to establish best products
Follow outlined standards of quality related to code and systems
Develop automated tests and conduct performance tuning




Qualifications

Candidate must possess at Diploma/Bachelor's
Algorithmic analytical thinking and problem solving
A team player with a strong commitment and a “can do” attitude
Well versed in Microsoft .NET platform (.NET Core, ASP.Net, MVC/MVVC, C#), web technologies (JavaScript, DHTML, CSS, Flash), and development tools
Knowledge of Microsoft SQL Server databases (SQL, Stored Procedures, query analysis, and tuning)
Minimum 2-3 years of professional coding experience with full SDLC exposure to deliver enterprise-class applications




About Us :

“The right people in the right time and the right position would be the key to our company’s improvement; we developed our company through our corporate culture and values.” TOG Indonesia aims to deliver solutions required by companies to compete in today’s digital economy; whereas now it is highly necessary to review and revise a company’s business processes. In countering global challenges.

Show more ","Mid-Senior level","Full-time","Engineering and Information Technology","Software Development, Banking, and IT Services and IT Consulting","https://id.linkedin.com/jobs/view/dotnet-developer-at-tog-indonesia-3924669273?position=4&pageNum=40&refId=hnvlpe6n7a24F9Dw5hXADQ%3D%3D&trackingId=qQNYQ7AwgbySVmkJGhLNAg%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-08","PT. Global Support Solusindo","Software Developer (Low Code Platform)","Jakarta Metropolitan Area","Responsibility


Assist in developing scalable and resilient APIs and system architecture
Contribute to creating reusable code and libraries that will simplify future development tasks.
Collaborate on code optimization and application enhancements to improve speed and scalability for a better user experience.
Help ensure the stability and performance of our system to maintain seamless operation.
Identify and fix bottlenecks and bugs on our system
Involve in project on daily basis with client as part of the development team
Possibly to Lead the project team and closely engage with the client along the project


Requirements


Have a Bachelor Degree in Computer Science, Information Technology or related subject
Have in-depth knowledge in Low Code, ReactJS, HTML5, CSS, Node.js, Javascript, and jQuery
A strong desire to acquire proficiency in back-end development using PHP and Laravel, along with mastering Bootstrap for responsive design.
Experienced with one or more RDBMS (MySQl, PostgreSQL, etc)
Willingness to learn about creating and using RESTful APIs.
Be open to mastering code version control tools, especially Git, to collaborate effectively with the team.
Display a strong attention to detail, analytical thinking, and problem-solving skills.
Exhibit a collaborative spirit, good communication skills, and a willingness to work in a team-oriented environment.
Passion to explore new technology i.e Low Code Platform
Show more ","Associate","Full-time","Engineering and Information Technology","IT Services and IT Consulting","https://id.linkedin.com/jobs/view/software-developer-low-code-platform-3919727824?position=5&pageNum=40&refId=hnvlpe6n7a24F9Dw5hXADQ%3D%3D&trackingId=O3rbEncvgPP7WMnLCK2fCg%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-24","PT Integra Pratama","Java Backend Developer","West Jakarta, Jakarta, Indonesia","Key Responsibilities :

Design, develop, and maintain Java applications using Spring Boot.
Write well-designed, efficient, and testable code.
Participate in the full software development lifecycle, including requirements gathering, design, coding, testing, and deployment.
Collaborate with cross-functional teams to define, design, and ship new features.
Ensure the performance, quality, and responsiveness of applications.
Troubleshoot and debug issues, optimizing code for performance and scalability.
Stay updated with emerging technologies and apply them to operations and activities.




Technical Skills Required :

Proficiency in Java (8 or above): Strong understanding of object-oriented programming, data structures, and algorithms.
Spring Framework: Deep knowledge of Spring Boot, Spring MVC, Spring Data JPA, Spring Security, and other components of the Spring ecosystem.
Microservices Architecture: Experience in building and maintaining microservices using Spring Boot.
Database Technologies: Proficiency in working with SQL databases (MySQL, PostgreSQL) and NoSQL databases (MongoDB, Cassandra)
RESTful APIs: Experience in designing and consuming RESTful web services
Version Control: Proficient in using Git for source code management
Testing: Experience with unit testing (JUnit, Mockito) and integration testing
Build Tools: Familiarity with Maven or Gradle
Containerization: Experience with Docker and container orchestration platforms like Kubernetes
Cloud Services: Experience with cloud platforms Google Cloud Platform (GCP) is a plus
Front-end Integration: Basic knowledge of front-end technologies (HTML, CSS, JavaScript) and frameworks (Angular, React) for seamless integration with backend services




Additional Skills and Qualifications :

Problem-Solving: Strong analytical and problem-solving skills.
Communication: working verbal and written communication skills in English
Team Collaboration: Ability to work effectively in a team environment
Agile Methodologies: Experience with Agile/Scrum methodologies
CI/CD: Familiarity with continuous integration and continuous deployment practices




Preferred Qualifications :

Experience: Previous experience working in a similar role, preferably in a fast-paced environment.
Certifications: Relevant certifications in Java, Spring, or cloud platforms are a plus
Open Source Contributions: Contributions to open source projects are highly regarded
DevOps: Knowledge of DevOps practices and tools

Show more ","Mid-Senior level","Full-time","Information Technology and Engineering","IT Services and IT Consulting and Banking","https://id.linkedin.com/jobs/view/java-backend-developer-at-pt-integra-pratama-3931234084?position=6&pageNum=40&refId=hnvlpe6n7a24F9Dw5hXADQ%3D%3D&trackingId=WokW%2Ft9NfOVotmuCrE%2BvkA%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-15","Grab","Software Engineer, Mobile (Android)","Jakarta Metropolitan Area","Company Description

Life at Grab

At Grab, every Grabber is guided by The Grab Way, which spells out our mission, how we believe we can achieve it, and our operating principles - the 4Hs: Heart, Hunger, Honour and Humility. These principles guide and help us make decisions as we work to create economic empowerment for the people of Southeast Asia.

Get to know the Team

DNA (Demand and Ads) mobile team leverages promotions and advertisements to optimize user experience is a specialized group of professionals dedicated to enhancing user engagement within mobile applications. Our team combines the skills and responsibilities of mobile app development with the strategic use of promotions and ads to create a more engaging and user-friendly experience.

In order to optimize Grab's various services, our team should employ data-driven strategies such as user segmentation, geolocation-based promotions, and in-app ads while collaborating with multiple teams and components include partnering with local businesses and restaurants for cross-promotions, analyzing user feedback and survey data. Additionally, the team should focus on user engagement promotions, A/B testing, and continuously monitor ad performance. This multifaceted approach, involving various stakeholders and components, prioritizes user privacy and delivers a personalized and valuable user experience.

Job Description

Get to know the Role

We are seeking Android app developers who are primarily responsible for learning and gaining practical experience in programming languages like Java and Kotlin, as well as the Android tech stack. They assist in coding, UI development, testing, and integration tasks. Engineers should contribute to project discussions, documentation, and collaborate with cross-functional teams, all while focusing on skill development and continuous learning to progress in their development career.

The Day-to-Day Activities


App Development: Create, enhance, and maintain the Grab app.
Ad Integration: Ensure seamless ad and promotion integration.
User Engagement Features: Develop features for better user engagement.
Collaboration with QA and UX: Work closely with QA and UX teams.
Performance Monitoring: Continuously monitor app performance.
Code Reviews: Engage in code reviews for quality assurance.
Documentation: Document changes and integrations.
End-of-Day Review: Evaluate daily progress and plan for the next day.


Qualifications

The Must-Haves


Strong CS fundamentals (with competencies in algorithms and data structures).
Proficient in Kotlin for Android.
Good understanding of UX/UI design exposure and in making apps work intuitively and with
pixel perfect interfaces.
Familiar with MVVM, RxJava and Clean Architecture.


The Nice-to-Haves


A degree in computer science, software engineering, information technology or related fields.
Up-to-date on the modern Android programming paradigm, including the use of Coroutine, Jetpack Compose.
Working knowledge of several architectural approaches, caching, data storage and security.
2-4 years of mobile engineering experience with a track record of building complex applications


Additional Information

Our Commitment

We recognize that with these individual attributes come different workplace challenges, and we will work with Grabbers to address them in our journey towards creating inclusion at Grab for all Grabbers.
Show more ","Associate","Full-time","Engineering","Software Development","https://id.linkedin.com/jobs/view/software-engineer-mobile-android-at-grab-3809757611?position=7&pageNum=40&refId=hnvlpe6n7a24F9Dw5hXADQ%3D%3D&trackingId=aePstJ5TAf6xpEWsYwa1Ew%3D%3D&trk=public_jobs_jserp-result_search-card"
"2023-12-19","AVOMIND","Python Developer (Odoo)","Jakarta Metropolitan Area","Job Description:


Design, coding, and testing of modules for various components of our product framework
Capable of understanding and delivering development according to plan
Understanding software development lifecycle, solution, implementation, support and others
Involvement on configures, tests, debugs software and documents programs according to the compliance of the company or customer defined standards, policies and procedures



Requirements:


You have an Bachelor’s degree in Computer Science or Informatic Technology with minimum GPA of 3.4
Excellent writing and verbal communication in Bahasa and English
Having experience at least 2 years in Python
Required Skill(s): Odoo, C++, Python, Django
Experience in the following frameworks are not mandatory but would be a plus: Java, Golang
Eager to learn a new programming language.
Preferably Staff (non-management & non-supervisor) specialized in IT/Computer - Software or equivalent.
Teamwork, analytic skills, and problem-solving.



Work Experience : 2 - 3 Years

Skills : Odoo, Django, Python, C++

Salary : 7000000 - 12000000

Benefit : Learning & Network Opportunities, Professional Development, BPJS TK, Insurance (AIA), Ownership Laptop, Company events and activities.
Show more ","Entry level","Full-time","Other","Staffing and Recruiting","https://id.linkedin.com/jobs/view/python-developer-odoo-at-avomind-3789764823?position=8&pageNum=40&refId=hnvlpe6n7a24F9Dw5hXADQ%3D%3D&trackingId=sqZ6X0c4hIwwRYPuDJ%2FRHA%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-24","Lancesoft Indonesia","Software Engineer","Jakarta, Indonesia","Urgently Needed

Full Stack Software Developer

Responsibilities

Provide pre-sales and/or post-sales support on server side application product related to Web and mobile application.
To design, develop, testing and evaluate server software application which will be delivered to customer and coordinate with related internal department for aiming good quality and reliable software to support company business.
Support database design and involve in testing(SIT & UAT) activities.







Qualifications

Possessing a minimum of 3-5 years of experience, with a track record of developing web, desktop, and mobile applications.
Proficient in Go-lang, PHP, React Native, and familiar with JavaScript, HTML5, .NET, and JQuery Library, with additional expertise in Python / Angular considered advantageous.
Skilled in employing MVC and OOP methodologies for application development, along with adeptness in creating APIs using frameworks such as Laravel, CI, Symfony, and Vue.js, among others.
Familiarity with auxiliary tools like Windows CMD Commands/PowerShell and proficient in versioning tools like GitHub, Bitbucket, and Tortoise SVN.
Additional value attributed to experience in developing native mobile applications using Android, Swift, Flutter, or C++.
Mastery in MySQL, MsSQL, and PostgreSQL database querying. Responsible for the development and support of applications tailored to client requirements, demonstrating innovation and resilience in high-pressure environments.
Attention to detail, excellent communication, ability to work independently and collaboratively.
Must be able to work effectively under pressure and manage multiple tasks simultaneously. * Min. S1 information technology or related
Male
English Skills is a must

Show more ","Mid-Senior level","Contract","Engineering and Information Technology","Banking","https://id.linkedin.com/jobs/view/software-engineer-at-lancesoft-indonesia-3928831107?position=9&pageNum=40&refId=hnvlpe6n7a24F9Dw5hXADQ%3D%3D&trackingId=gUZaVkdk%2FoOpQa%2FBkaNgkQ%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-27","Mekari","Software Engineer (Mekari Qontak)","Jakarta, Jakarta, Indonesia","Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. Our mission is to empower businesses and professionals to progress effortlessly. Our products (Mekari Talenta, Mekari Jurnal, Mekari KlikPajak, & Mekari Qontak) have been used by tens of thousands of businesses in Indonesia.

To reach millions, we need more people like you: entrepreneurs, builders, owners inside the company who are eager to grow at scale. Join us to empower more businesses with technology.

Job Descriptions


Maintain high levels of customer engagement (including on-site meetings) with a focus on customer satisfaction and loyalty
You will work with your accounts proactively to drive product adoption as well as act as the voice of clients
Proactively spot and correct any issues that could affect customer satisfaction or retention
Facilitate periodic reviews with customers, determining new requirements and further success through engaging and consultative discussions
Continually gather feedback from our clients, then work directly with our product team to provide input on the product roadmap


Technical Requirements


Good knowledge of Ruby. Experience with Ruby frameworks (e.g. Rails, Sinatra) is a plus.
Understand basic Javascript. Experience with Javascript frameworks (e.g. VueJs, ReactJs) is a plus.
Familiarity with relational databases concepts (SQL syntax, indexing, structures, and query optimization).
Understand programming practices such as separation of concerns, unit testing, and writing self-documenting code.
Familiarity with version control systems such as Git or Mercury.
Have some experience in deploying an app to the production environment


Soft Skill Requirements


Integrity and humility is a must
Passionate about problem-solving and software engineering
Possess excellent teamwork skill
Good communication skills with technical and non-technical team members
Love to learn new things and share them with others


You Will Impress Us If You Are


Experienced with containers and orchestration (e.g. Docker & Kubernetes)
Experienced in building a high performance & highly available web application
Experienced in mentoring more junior developers
Maintain an open-source project or is an open-source contributor


What You Will Get


Competitive salary + daily allowance.
Premium private health insurance (outpatient, inpatient, maternity, dental).
Early access to salary + flex installment (employee loan) via Mekari Flex.
Allowance for sports activities and glasses/contact lenses.
Flexible working hours and remote work culture with free co-working space services.
Annual and unpaid leaves from day 1 of join date + unlimited sick leave with doctor note.
Notebook Ownership Program.
Strategic office location, accessible by MRT.
Friendly and dynamic work environment.
Opportunity to take part in growing Indonesia's no. 1 SaaS company


Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up.

Don't forget to check our Recruitment FAQ at bit.ly/RecruitmentFAQ-Mekari [ENG] or bit.ly/RekrutmenMekari-FAQ [INA] to find the answers to commonly-asked questions regarding our recruitment process.

We wish you the best. Hope to see you around soon!
Show more ","Entry level","Full-time","Engineering and Information Technology","Software Development","https://id.linkedin.com/jobs/view/software-engineer-mekari-qontak-at-mekari-3936157629?position=10&pageNum=40&refId=hnvlpe6n7a24F9Dw5hXADQ%3D%3D&trackingId=QzC6xsfBe68hqRO3guXaZA%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-24","Grab","Software Engineer, Mobile (IOS)","Jakarta, Indonesia","Company Description

Life at Grab

At Grab, every Grabber is guided by The Grab Way, which spells out our mission, how we believe we can achieve it, and our operating principles - the 4Hs: Heart, Hunger, Honour and Humility. These principles guide and help us make decisions as we work to create economic empowerment for the people of Southeast Asia.

Get to Know the Team

The Fulfilment Tech Family is one of the most essential pillars enabling Grab to out-serve our customers and partners in different businesses and marketplaces across Southeast Asia. We are working on high throughput, real-time distributed systems that use sophisticated machine learning techniques to solve hundreds of millions of daily requests. Our mission is to offer the best-in-class products and experiences to our driver partners to increase the adoption and engagement of our services. Improve driver partner opportunities and efficiency in order to fulfill customer orders without fail, rain or shine. And to create efficient marketplaces by determining an optimal price that is both sustainable and loved by our partners and customers.

In-Trip-Efficiency is one of Fulfilment Tech Family’s empowered teams with goals to maximize drivers' efficiency to complete their jobs by providing frameworks to streamline works across different verticals like transport, food and express. The In-Trip-Efficiency team has a wide range of products like large order fulfillment, order swaps, driver plan management, cancellation recovery, and so on. Currently, our team members are in Malaysia and Singapore.

Job Description

Get to Know the Role

We are seeking talented & passionate Engineers to join our team. You will have opportunities to work on IOS driver apps that are used by millions of driver partners every day. It is very important that our team members take the initiative to identify problems and have the right mindset and skill sets to solve them.

The Day-to-Day Activities


Design and write mobile components with Swift to improve the availability, scalability, latency, and efficiency of Grab's services on Driver App
Engage in Driver app stability investigation, application performance analysis, tuning, and optimization
Work closely with the backend team in building modularized reusable components and designing scalable APIs
Collaborate with product and experience teams to finalize feature specifications, build prototypes and design experiments
Work with different engineering teams to explore and create new designs/architectures geared toward scale and performance
Participate in code and design reviews to maintain our high development standards
Join on-call rotations to debug production issues and improve system stability


Qualifications

The Must-Haves


A degree in Computer Science, Software Engineering, Information Technology, or related fields
Working experience in mobile application development for 1~3 year
Strong Computer Science fundamentals in algorithms and data structures
Hands-on familiarity with maintaining large-scale mobile applications; understanding of IOS systems internals and networking is a plus
Hands-on familiarity with Real-time communication between mobile apps and backend
Strong understanding of application performance and ability to perform profiling to find any performance bottlenecks
Strong understanding of testing frameworks for unit testing, integration testing, and E2E testing
Hands-on familiarity with CI/CD pipelines for system development and deployment
Fluent in spoken and written English
Good communication skills, and a proactive mindset
Able to think critically of the current system in terms of growth and stability


Additional Information

Our Commitment

We recognize that with these individual attributes come different workplace challenges, and we will work with Grabbers to address them in our journey towards creating inclusion at Grab for all Grabbers.
Show more ","Entry level","Full-time","Engineering","Software Development","https://id.linkedin.com/jobs/view/software-engineer-mobile-ios-at-grab-3916068135?position=1&pageNum=42&refId=aMGFb9TL4o1CYaRkaUxfhQ%3D%3D&trackingId=oUUo2%2BJsROgzT0BTwdLEiw%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-16","VLink Inc","Java Developer","Jakarta Metropolitan Area","Job Description




Development server-side architecture design and development under Unix/Linux platform, familiar with Java technology stack.
Preferably have experience in high concurrency, microservice architecture, multi-threaded development, and SQL optimization.
Development of new software and tools according to business requirements
Support and monitoring of software deployed to production environment
Improvement and maintenance of deployed application according to new changes
Track and monitor system issues
Provide application support for business users and internal customers
Perform software tests
Take care of system localization




Minimum Qualifications




Have knowledge in spring mvc, spring-jdbc, hibernate, servlet, JPA
Expert in Java Programming
Expert in SQL using database Mysql or Oracle or postgresql
Experience programming language (Java), API Development, Middleware Development, Cloud Computing, Troubleshooting
Develop and maintain servers, databases and business logic supports functions and features on the used car sales website platform.
Design and implement API (Application Programming Interface) efficient way to ensure smooth communication between frontend and backend,
Familiar with an open-source component such as Spring, Spring Boot, MyBatis, MySQL, Redis, Zookeeper, etc., able to make a reasonable technical selection, and good at solving problems
Solid programming skills, analysis and solving skills of system, network and application performance optimization, and other aspects.
Strong analytical, problem-solving, and case design skills, as well as continuous learning skills and project promotion ability
Good communication and presentation skills
Excellent problem-solving skills

Show more ","Mid-Senior level","Contract","Engineering and Information Technology","IT Services and IT Consulting","https://id.linkedin.com/jobs/view/java-developer-at-vlink-inc-3927989928?position=2&pageNum=42&refId=aMGFb9TL4o1CYaRkaUxfhQ%3D%3D&trackingId=8m9mQyxck7E0OojXuevq9A%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-30","Carousell Group","Android Developer","Jakarta Metropolitan Area","Company Description

Carousell Group is the leading multi-category platform for secondhand in Greater Southeast Asia on a mission to make secondhand the first choice. Founded in August 2012 in Singapore, the Group has a leading presence in seven markets under the brands Carousell, Carousell Media Group, Cho Tot, Laku6, LuxLexicon, Mudah.my, OneShift, REFASH and Revo Financial, serving tens of millions of monthly active users. Carousell is backed by leading investors including Telenor Group, Rakuten Ventures, Naver, STIC Investments, 500 Global and Peak XV Partners (formerly known as Sequoia Capital India).

As a team of passionate individuals working together to solve meaningful problems, there is so much more for you to discover in a career with Carousell. Our culture is made up of hiring, developing, and promoting people who embody our values of HEART, which is an acronym for Humility, Empathy, Accountability, Relentlessly resourceful and Teamwork. Together as an organisation, we make magic happen.

Job Description

About the Team

The Seller Team has a mission to make selling on Carousell simple, fast and enjoyable, such that we have a growing number of sellers and high quality listings for buyers to shop from. The team owns core marketplace capabilities like listings creation and management, buyer-to-seller chat platform, and foundational backend services used by other teams in the company.

You will:


Work closely with the product manager and designers to build new and key features for Carousell on Android that power the growth and success of buyers and sellers.
Analyze and optimize performance and reliability of the Android app by working closely with your Android teammates.
Focus on Android design principles and making the app works intuitively.
Take full ownership of projects from design discussion through to implementation and deployment.
Write clean, modular and functionally correct code with unit tests.
Analyze and optimize performance and reliability of the Android app.
Participate in code reviews to maintain a high-quality code culture.


Qualifications

You have:


User obsession and empathy.
Drive and resourcefulness to persevere and overcome obstacles achieving challenging goals.
Focus on impact and results. You work on the right things and get them done.
High integrity and ability to positively collaborate with others
2+ years of experience developing Android applications (Kotlin and/or Java)
Proven ability to ship beautiful, stable and high-performance Android applications from start to finish
Strong Computer Science background with good understanding of Android framework, best practices and design patterns.
Ability to deal with complexity and manage stakeholders like other client engineers, backend engineers, design and product team. Have a knack for good UX and design.


Additional Information


This is a remote role to be based in Indonesia.


By proceeding with your application, you are adhering to our PDPA policies. In case you are interested to know more, read about our Candidates Personal Data Privacy Statement.
Show more ","Mid-Senior level","Full-time","Engineering","Technology, Information and Internet","https://id.linkedin.com/jobs/view/android-developer-at-carousell-group-3920320559?position=3&pageNum=42&refId=aMGFb9TL4o1CYaRkaUxfhQ%3D%3D&trackingId=d8hB061sFMB7XhdZF7hE%2Bw%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-03-08","Finns Global","Senior Web Developer (FINNS Beach Club Bali)","Kecamatan Kuta Selatan, Bali, Indonesia","We are thrilled to announce an incredible opportunity to be a part of FINNS World's Best Beach Club. We are on the lookout for a vibrant and dynamic Senior Web Developer to bring their energy and enthusiasm to create unforgettable service and party experiences for our guests.

Summary

FINNS World's Best Beach Club is not just a beach club; it's a destination where dreams come alive! We pride ourselves on creating exhilarating entertainment, vibrant energy, and unforgettable F&B experiences. Nestled along the breathtaking Bali coastline, we provide a one-of-a-kind party atmosphere that leaves our guests craving for more.

Location: Bali, Indonesia
Show more ","Mid-Senior level","Full-time","Engineering and Information Technology","Hospitality","https://id.linkedin.com/jobs/view/senior-web-developer-finns-beach-club-bali-at-finns-global-3848752891?position=4&pageNum=42&refId=aMGFb9TL4o1CYaRkaUxfhQ%3D%3D&trackingId=tJGK3D9qaVJNhWWBcp%2F0rQ%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-29","Formulatrix Indonesia","Software Engineer Bootcamp (C#) - Free","Salatiga, Central Java, Indonesia","FORMULATRIX Indonesia offers a free Bootcamp Program for any tech enthusiasts to learn and acquire practical experience in software development, specifically in C# programming.

By joining the Bootcamp you will have the chance to:

Get an intensive training on C# programming skills (the standard programming language in FORMULATRIX Indonesia).
Get exposure and opportunities to explore technology, framework, and stack from experienced developers in a collaborative environment.
Get a “real world” work experience and gain knowledge about robotic automation industry.
Practice communication and teamwork skills.
Be considered for a full-time employment role, especially for those who made a favorable impression.




Requirements
Graduated from any degree in Computer Science, Information Technology, Electronic Engineering, or in a non-software related major with equivalent experience in software development.
Understand basic programming, interested in robotics and automation technology.
Have a high curiousity, pay attention to details, and dare to explore new things.
Able to work independently and in a team.
Commited to participating in the Bootcamp Program for a maximum of 3 months.
Must be willing to complete the onsite Bootcamp Program in Salatiga.
Provide required documents: latest CV and Academic Transcript.


Notes:

If you are facing difficulty during apply our Bootcamp Program by LinkedIn, please send your CV and Academic Transcript in PDF format (Max 1MB) to forindojob@formulatrix.com with the subject line :

Bootcamp_SE (space) Your Name

i.e: Bootcamp_SE Adam Fisal

Show more ","Entry level","Internship","Biotechnology","","https://id.linkedin.com/jobs/view/software-engineer-bootcamp-c%23-free-at-formulatrix-indonesia-3936954977?position=5&pageNum=42&refId=aMGFb9TL4o1CYaRkaUxfhQ%3D%3D&trackingId=d%2Bqy3JSiKkLQL1gAgs3Q2g%3D%3D&trk=public_jobs_jserp-result_search-card"
"2024-05-30","ASYX","Java Software Engineer","Kecamatan Serpong Utara, Banten, Indonesia","As a Java Software Engineer, your primary responsibility will be to design, develop, and maintain Java applications using Spring framework and related technologies. You will be working with cross-functional teams to deliver high-quality software solutions that meet ASYX's needs and standards.




Responsibilities

Design, develop, and maintain Java applications using the Spring framework.
Write clean, efficient, and maintainable code.
Ensure the quality, performance, and scalability of the application.
Debug and resolve issues reported by users or internal teams.
Continuously learn and apply new technologies and best practices to improve development efficiency.
Participate in code reviews and contribute to the improvement of the development process.
Communicate effectively with team members, stakeholders, and management.




Requirements

A bachelor's degree in computer science or a related field.
Previous experience in Java software development using the Spring ecosystem is a plus.
Strong knowledge of Spring framework and related technologies, such as ReactJS, Spring Boot, Spring Data, and Spring Security.Proficient in Java programming language.
Experience with web development technologies, such as HTML, CSS, JavaScript, and jQuery.
Familiarity with SQL and NoSQL databases.
Ability to write clean, efficient, and maintainable code.
Experience with version control systems, such as Git.
Excellent problem-solving and analytical skills.
Strong communication and collaboration skills.
Possess good English speaking and - writing skills.
Show more ","Entry level","Full-time","Engineering and Information Technology","Financial Services","https://id.linkedin.com/jobs/view/java-software-engineer-at-asyx-3937584279?position=6&pageNum=42&refId=aMGFb9TL4o1CYaRkaUxfhQ%3D%3D&trackingId=FZPflQ1pHO6oK649AHex0g%3D%3D&trk=public_jobs_jserp-result_search-card"
